Number,Labels,mfcc0_mean,mfcc0_std,mfcc0_median,mfcc0_delta_mean,mfcc0_delta_std,mfcc0_delta_max,mfcc0_delta2_mean,mfcc0_delta2_std,mfcc0_delta2_max,mfcc0_delta_zero_crossings,mfcc0_delta2_zero_crossings,mfcc0_delta_energy,mfcc0_delta2_energy,mfcc0_delta_energy_ratio,mfcc0_delta2_energy_ratio,mfcc1_mean,mfcc1_std,mfcc1_median,mfcc1_delta_mean,mfcc1_delta_std,mfcc1_delta_max,mfcc1_delta2_mean,mfcc1_delta2_std,mfcc1_delta2_max,mfcc1_delta_zero_crossings,mfcc1_delta2_zero_crossings,mfcc1_delta_energy,mfcc1_delta2_energy,mfcc1_delta_energy_ratio,mfcc1_delta2_energy_ratio,mfcc2_mean,mfcc2_std,mfcc2_median,mfcc2_delta_mean,mfcc2_delta_std,mfcc2_delta_max,mfcc2_delta2_mean,mfcc2_delta2_std,mfcc2_delta2_max,mfcc2_delta_zero_crossings,mfcc2_delta2_zero_crossings,mfcc2_delta_energy,mfcc2_delta2_energy,mfcc2_delta_energy_ratio,mfcc2_delta2_energy_ratio,mfcc3_mean,mfcc3_std,mfcc3_median,mfcc3_delta_mean,mfcc3_delta_std,mfcc3_delta_max,mfcc3_delta2_mean,mfcc3_delta2_std,mfcc3_delta2_max,mfcc3_delta_zero_crossings,mfcc3_delta2_zero_crossings,mfcc3_delta_energy,mfcc3_delta2_energy,mfcc3_delta_energy_ratio,mfcc3_delta2_energy_ratio,mfcc4_mean,mfcc4_std,mfcc4_median,mfcc4_delta_mean,mfcc4_delta_std,mfcc4_delta_max,mfcc4_delta2_mean,mfcc4_delta2_std,mfcc4_delta2_max,mfcc4_delta_zero_crossings,mfcc4_delta2_zero_crossings,mfcc4_delta_energy,mfcc4_delta2_energy,mfcc4_delta_energy_ratio,mfcc4_delta2_energy_ratio,mfcc5_mean,mfcc5_std,mfcc5_median,mfcc5_delta_mean,mfcc5_delta_std,mfcc5_delta_max,mfcc5_delta2_mean,mfcc5_delta2_std,mfcc5_delta2_max,mfcc5_delta_zero_crossings,mfcc5_delta2_zero_crossings,mfcc5_delta_energy,mfcc5_delta2_energy,mfcc5_delta_energy_ratio,mfcc5_delta2_energy_ratio,mfcc6_mean,mfcc6_std,mfcc6_median,mfcc6_delta_mean,mfcc6_delta_std,mfcc6_delta_max,mfcc6_delta2_mean,mfcc6_delta2_std,mfcc6_delta2_max,mfcc6_delta_zero_crossings,mfcc6_delta2_zero_crossings,mfcc6_delta_energy,mfcc6_delta2_energy,mfcc6_delta_energy_ratio,mfcc6_delta2_energy_ratio,mfcc7_mean,mfcc7_std,mfcc7_median,mfcc7_delta_mean,mfcc7_delta_std,mfcc7_delta_max,mfcc7_delta2_mean,mfcc7_delta2_std,mfcc7_delta2_max,mfcc7_delta_zero_crossings,mfcc7_delta2_zero_crossings,mfcc7_delta_energy,mfcc7_delta2_energy,mfcc7_delta_energy_ratio,mfcc7_delta2_energy_ratio,mfcc8_mean,mfcc8_std,mfcc8_median,mfcc8_delta_mean,mfcc8_delta_std,mfcc8_delta_max,mfcc8_delta2_mean,mfcc8_delta2_std,mfcc8_delta2_max,mfcc8_delta_zero_crossings,mfcc8_delta2_zero_crossings,mfcc8_delta_energy,mfcc8_delta2_energy,mfcc8_delta_energy_ratio,mfcc8_delta2_energy_ratio,mfcc9_mean,mfcc9_std,mfcc9_median,mfcc9_delta_mean,mfcc9_delta_std,mfcc9_delta_max,mfcc9_delta2_mean,mfcc9_delta2_std,mfcc9_delta2_max,mfcc9_delta_zero_crossings,mfcc9_delta2_zero_crossings,mfcc9_delta_energy,mfcc9_delta2_energy,mfcc9_delta_energy_ratio,mfcc9_delta2_energy_ratio,mfcc10_mean,mfcc10_std,mfcc10_median,mfcc10_delta_mean,mfcc10_delta_std,mfcc10_delta_max,mfcc10_delta2_mean,mfcc10_delta2_std,mfcc10_delta2_max,mfcc10_delta_zero_crossings,mfcc10_delta2_zero_crossings,mfcc10_delta_energy,mfcc10_delta2_energy,mfcc10_delta_energy_ratio,mfcc10_delta2_energy_ratio,mfcc11_mean,mfcc11_std,mfcc11_median,mfcc11_delta_mean,mfcc11_delta_std,mfcc11_delta_max,mfcc11_delta2_mean,mfcc11_delta2_std,mfcc11_delta2_max,mfcc11_delta_zero_crossings,mfcc11_delta2_zero_crossings,mfcc11_delta_energy,mfcc11_delta2_energy,mfcc11_delta_energy_ratio,mfcc11_delta2_energy_ratio,mfcc12_mean,mfcc12_std,mfcc12_median,mfcc12_delta_mean,mfcc12_delta_std,mfcc12_delta_max,mfcc12_delta2_mean,mfcc12_delta2_std,mfcc12_delta2_max,mfcc12_delta_zero_crossings,mfcc12_delta2_zero_crossings,mfcc12_delta_energy,mfcc12_delta2_energy,mfcc12_delta_energy_ratio,mfcc12_delta2_energy_ratio,mfcc13_mean,mfcc13_std,mfcc13_median,mfcc13_delta_mean,mfcc13_delta_std,mfcc13_delta_max,mfcc13_delta2_mean,mfcc13_delta2_std,mfcc13_delta2_max,mfcc13_delta_zero_crossings,mfcc13_delta2_zero_crossings,mfcc13_delta_energy,mfcc13_delta2_energy,mfcc13_delta_energy_ratio,mfcc13_delta2_energy_ratio,mfcc14_mean,mfcc14_std,mfcc14_median,mfcc14_delta_mean,mfcc14_delta_std,mfcc14_delta_max,mfcc14_delta2_mean,mfcc14_delta2_std,mfcc14_delta2_max,mfcc14_delta_zero_crossings,mfcc14_delta2_zero_crossings,mfcc14_delta_energy,mfcc14_delta2_energy,mfcc14_delta_energy_ratio,mfcc14_delta2_energy_ratio,mfcc15_mean,mfcc15_std,mfcc15_median,mfcc15_delta_mean,mfcc15_delta_std,mfcc15_delta_max,mfcc15_delta2_mean,mfcc15_delta2_std,mfcc15_delta2_max,mfcc15_delta_zero_crossings,mfcc15_delta2_zero_crossings,mfcc15_delta_energy,mfcc15_delta2_energy,mfcc15_delta_energy_ratio,mfcc15_delta2_energy_ratio,mfcc16_mean,mfcc16_std,mfcc16_median,mfcc16_delta_mean,mfcc16_delta_std,mfcc16_delta_max,mfcc16_delta2_mean,mfcc16_delta2_std,mfcc16_delta2_max,mfcc16_delta_zero_crossings,mfcc16_delta2_zero_crossings,mfcc16_delta_energy,mfcc16_delta2_energy,mfcc16_delta_energy_ratio,mfcc16_delta2_energy_ratio,mfcc17_mean,mfcc17_std,mfcc17_median,mfcc17_delta_mean,mfcc17_delta_std,mfcc17_delta_max,mfcc17_delta2_mean,mfcc17_delta2_std,mfcc17_delta2_max,mfcc17_delta_zero_crossings,mfcc17_delta2_zero_crossings,mfcc17_delta_energy,mfcc17_delta2_energy,mfcc17_delta_energy_ratio,mfcc17_delta2_energy_ratio,mfcc18_mean,mfcc18_std,mfcc18_median,mfcc18_delta_mean,mfcc18_delta_std,mfcc18_delta_max,mfcc18_delta2_mean,mfcc18_delta2_std,mfcc18_delta2_max,mfcc18_delta_zero_crossings,mfcc18_delta2_zero_crossings,mfcc18_delta_energy,mfcc18_delta2_energy,mfcc18_delta_energy_ratio,mfcc18_delta2_energy_ratio,mfcc19_mean,mfcc19_std,mfcc19_median,mfcc19_delta_mean,mfcc19_delta_std,mfcc19_delta_max,mfcc19_delta2_mean,mfcc19_delta2_std,mfcc19_delta2_max,mfcc19_delta_zero_crossings,mfcc19_delta2_zero_crossings,mfcc19_delta_energy,mfcc19_delta2_energy,mfcc19_delta_energy_ratio,mfcc19_delta2_energy_ratio,mfcc0_peak_distance_mean,mfcc0_peak_distance_std,mfcc0_peak_density,mfcc1_peak_distance_mean,mfcc1_peak_distance_std,mfcc1_peak_density,mfcc2_peak_distance_mean,mfcc2_peak_distance_std,mfcc2_peak_density,mfcc3_peak_distance_mean,mfcc3_peak_distance_std,mfcc3_peak_density,mfcc4_peak_distance_mean,mfcc4_peak_distance_std,mfcc4_peak_density,mfcc5_peak_distance_mean,mfcc5_peak_distance_std,mfcc5_peak_density,mfcc6_peak_distance_mean,mfcc6_peak_distance_std,mfcc6_peak_density,mfcc7_peak_distance_mean,mfcc7_peak_distance_std,mfcc7_peak_density,mfcc8_peak_distance_mean,mfcc8_peak_distance_std,mfcc8_peak_density,mfcc9_peak_distance_mean,mfcc9_peak_distance_std,mfcc9_peak_density,mfcc10_peak_distance_mean,mfcc10_peak_distance_std,mfcc10_peak_density,mfcc11_peak_distance_mean,mfcc11_peak_distance_std,mfcc11_peak_density,mfcc12_peak_distance_mean,mfcc12_peak_distance_std,mfcc12_peak_density,mfcc13_peak_distance_mean,mfcc13_peak_distance_std,mfcc13_peak_density,mfcc14_peak_distance_mean,mfcc14_peak_distance_std,mfcc14_peak_density,mfcc15_peak_distance_mean,mfcc15_peak_distance_std,mfcc15_peak_density,mfcc16_peak_distance_mean,mfcc16_peak_distance_std,mfcc16_peak_density,mfcc17_peak_distance_mean,mfcc17_peak_distance_std,mfcc17_peak_density,mfcc18_peak_distance_mean,mfcc18_peak_distance_std,mfcc18_peak_density,mfcc19_peak_distance_mean,mfcc19_peak_distance_std,mfcc19_peak_density,mfcc0_spectral_centroid,mfcc0_spectral_rolloff,mfcc1_spectral_centroid,mfcc1_spectral_rolloff,mfcc2_spectral_centroid,mfcc2_spectral_rolloff,mfcc3_spectral_centroid,mfcc3_spectral_rolloff,mfcc4_spectral_centroid,mfcc4_spectral_rolloff,mfcc5_spectral_centroid,mfcc5_spectral_rolloff,mfcc6_spectral_centroid,mfcc6_spectral_rolloff,mfcc7_spectral_centroid,mfcc7_spectral_rolloff,mfcc8_spectral_centroid,mfcc8_spectral_rolloff,mfcc9_spectral_centroid,mfcc9_spectral_rolloff,mfcc10_spectral_centroid,mfcc10_spectral_rolloff,mfcc11_spectral_centroid,mfcc11_spectral_rolloff,mfcc12_spectral_centroid,mfcc12_spectral_rolloff,mfcc13_spectral_centroid,mfcc13_spectral_rolloff,mfcc14_spectral_centroid,mfcc14_spectral_rolloff,mfcc15_spectral_centroid,mfcc15_spectral_rolloff,mfcc16_spectral_centroid,mfcc16_spectral_rolloff,mfcc17_spectral_centroid,mfcc17_spectral_rolloff,mfcc18_spectral_centroid,mfcc18_spectral_rolloff,mfcc19_spectral_centroid,mfcc19_spectral_rolloff,mfcc0_begin_mean,mfcc0_middle_mean,mfcc0_end_mean,mfcc1_begin_mean,mfcc1_middle_mean,mfcc1_end_mean,mfcc2_begin_mean,mfcc2_middle_mean,mfcc2_end_mean,mfcc3_begin_mean,mfcc3_middle_mean,mfcc3_end_mean,mfcc4_begin_mean,mfcc4_middle_mean,mfcc4_end_mean,mfcc5_begin_mean,mfcc5_middle_mean,mfcc5_end_mean,mfcc6_begin_mean,mfcc6_middle_mean,mfcc6_end_mean,mfcc7_begin_mean,mfcc7_middle_mean,mfcc7_end_mean,mfcc8_begin_mean,mfcc8_middle_mean,mfcc8_end_mean,mfcc9_begin_mean,mfcc9_middle_mean,mfcc9_end_mean,mfcc10_begin_mean,mfcc10_middle_mean,mfcc10_end_mean,mfcc11_begin_mean,mfcc11_middle_mean,mfcc11_end_mean,mfcc12_begin_mean,mfcc12_middle_mean,mfcc12_end_mean,mfcc13_begin_mean,mfcc13_middle_mean,mfcc13_end_mean,mfcc14_begin_mean,mfcc14_middle_mean,mfcc14_end_mean,mfcc15_begin_mean,mfcc15_middle_mean,mfcc15_end_mean,mfcc16_begin_mean,mfcc16_middle_mean,mfcc16_end_mean,mfcc17_begin_mean,mfcc17_middle_mean,mfcc17_end_mean,mfcc18_begin_mean,mfcc18_middle_mean,mfcc18_end_mean,mfcc19_begin_mean,mfcc19_middle_mean,mfcc19_end_mean,total_dynamics,dynamics_std,total_acceleration,acceleration_std,silence_ratio,mfcc0_temporal_variation,mfcc4_temporal_variation,mfcc8_temporal_variation,mfcc12_temporal_variation,mfcc16_temporal_variation
0,1,0.965573605,-0.846333018,0.773403859,1.109850902,-0.818847058,-0.363435774,-0.957825422,-0.848768262,-0.691208466,0.459456355,0.472936174,-0.358980349,-0.406134241,-0.198349569,-0.390680519,0.297202682,-1.300282608,0.157550398,1.176863012,-1.150943813,2.184082683,-1.55632659,-1.350221199,0.373414444,0.50556707,0.600790821,-0.65289019,-0.796597337,-0.849914424,-1.386010349,-1.713468668,0.771702383,-1.75955557,0.206662814,-0.817803387,0.282895304,-0.373113679,-0.771391354,-0.351881892,0.651225717,0.632824187,-0.430064791,-0.424321974,-1.143559235,0.077478887,1.012130771,2.502231668,1.123470604,-0.183513424,0.19093393,1.51396532,0.088147171,0.293232669,0.762773761,0.580748923,0.543724855,0.381864787,0.4801642,-0.751916635,0.263683599,0.352412363,0.949047807,0.423241075,0.500316362,0.737177192,1.398363592,-0.418647435,0.842819126,1.228242543,0.498561185,0.54021814,0.689375912,0.918669055,0.829745521,0.085771218,-1.09158893,0.425803992,-1.061132202,-0.400484253,0.509295674,1.286874219,0.381213331,0.54859847,1.178079023,0.456360542,0.574971517,0.550977111,0.570853765,1.415568365,0.2556412,1.415009806,-0.039013592,1.500930001,-0.639102911,-0.734838424,-0.210355444,0.063986714,-1.039102783,-0.242845249,0.609744731,0.807113602,-0.299649141,-0.520099771,-0.451087666,-1.246605578,-1.831031487,-0.819046971,-1.807349612,-0.785562487,-0.706902098,-0.620522128,0.426241893,-0.484441951,-0.175545293,0.855970624,0.644881146,-0.255677602,-0.170694604,-1.233361968,0.547742164,2.026832215,0.284466063,2.083405729,-0.808840441,-0.199152883,0.518034173,0.323399409,-0.221021567,-0.013974554,0.502119762,0.624965734,0.028811398,-0.020683243,-0.795019846,-0.150174021,-2.448603517,0.200399973,-2.492352123,-0.712240851,-0.190803091,-0.41314112,-0.013727743,-0.355279381,-0.628839617,0.593630152,0.654123237,0.054564066,-0.097702168,-2.071594127,-0.853041219,0.155937353,0.927043108,0.148595607,-1.093060176,0.301077242,-0.167894958,0.356856322,-0.210545156,-0.191450787,0.397683252,0.640608351,0.491170822,0.061163062,0.0203623,-2.121359264,0.601795403,-0.199598689,0.6437213,-0.87300064,-0.309417121,0.184533249,0.55493504,-0.34129664,0.071452489,0.685526012,0.694717158,0.079038526,0.001304487,0.520184619,-0.218304015,-2.022473955,-0.091202482,-2.058065665,-0.163231822,-0.262007647,0.038030425,0.190786039,-0.527116784,0.497499002,0.542439501,0.68819309,0.177715551,-0.022783531,-1.961353846,-1.026247166,0.648562188,0.258231631,0.51690881,-0.274339638,-0.421538234,-1.094048623,0.385399054,-0.668108671,-0.303890364,0.519382002,0.640836068,0.042198536,-0.136913347,-0.17407485,-1.11711199,-1.810484046,0.222806731,-1.829443889,-1.072070106,-0.100274741,-0.60601546,0.667254795,-0.257537599,-0.28662083,0.575995657,0.653115783,0.284787064,0.158617344,-1.737223478,-0.744914821,-0.290161215,0.969692063,-0.577378923,-0.883476794,0.206018303,-0.456227022,-0.061548089,-0.007473106,0.102328015,0.501870394,0.640870519,0.53087615,0.358558266,-0.707273206,-0.97481437,-0.997905414,0.336518786,-1.053064802,-0.45058365,-0.151907004,0.115777361,-0.369185763,-0.164345654,0.291714739,0.549934154,0.707809416,0.2349561,0.226791162,-0.67469474,-0.102139556,-0.840970092,0.251529695,-0.910922404,0.347259889,-0.162756557,0.744150909,-0.254279805,-0.498943904,0.049671007,0.491686059,0.720552343,0.186820636,-0.078737755,-0.95090615,-1.427701867,0.493372968,0.748177292,0.332760152,0.858877429,0.153052063,0.792628205,0.006697116,-0.108053964,0.575575415,0.470951825,0.700127799,0.46449101,0.211391138,-0.53612401,-1.138930003,-0.022552984,0.538122614,0.033360229,0.940402933,-0.070339219,0.334177028,-0.139616382,-0.014939365,0.266490667,0.526638055,0.700773753,0.19452896,0.23441284,-0.477542793,0.213264707,-0.646244337,-0.965507702,0.714613235,-1.163119783,-1.347761245,1.291112495,-0.822833083,-0.921591151,0.916427799,0.096516938,-0.308985892,0.107525585,0.079364674,0.147388373,0.109366928,-0.137928223,-0.197118557,0.290001795,-0.475030034,-0.554191352,0.535692003,-0.270380134,-0.363478361,0.386743655,-0.492243122,-0.566871635,0.546648715,-0.133432776,-0.421791152,0.296968704,0.0932627,-0.381630243,0.145948353,0.367749608,0.036874717,0.039925792,-0.227704323,-0.37791362,0.362736689,-0.518849184,-0.50612801,0.50521271,-0.219866394,-0.472192201,0.360417966,0.189952913,-0.224419408,0.154174971,0.171873239,0.107868144,0.158603499,-0.074088377,-0.05157717,0.271548094,0.142645738,-0.181276067,0.153414611,0.305355983,-0.041145766,0.045217001,0.498959145,-0.216744737,0.452230471,-0.374914537,0.529655415,0.848096914,0.5452465,0.982846252,0.505885382,0.766900186,0.514741406,1.089681377,0.440792092,1.173826355,0.389232038,-1.012910871,0.519806143,0.839780355,0.419189536,0.884004876,0.454488423,1.722276677,0.495204209,0.054202679,0.616944304,0.409365639,0.466398048,0.795019256,0.458141031,0.695252882,0.397091275,1.146932324,0.495293317,0.435991616,0.547177374,0.743459456,0.507713828,1.156867308,0.477974244,0.678527885,1.021075251,0.773063164,0.872474649,0.478614135,0.039970503,0.325284674,-1.471929006,-1.753983541,-1.775897545,0.693696027,1.09154939,1.20536136,0.292842264,0.294665945,0.445152787,-0.895636309,-1.095966296,-1.236838635,1.112772219,1.443089793,1.523486166,-1.991832898,-1.647076559,-1.747146977,1.53755975,2.219486379,2.114251631,-1.848043192,-2.496807327,-2.66924514,0.200825867,0.494147823,-0.245509008,0.533234561,0.594825347,0.626876052,-1.790943369,-1.913104287,-2.148016023,0.254665239,0.734437642,0.892147547,-1.708567141,-1.822516686,-1.743137121,-0.396295836,0.001992108,-0.428259308,-0.823801791,-1.066056904,-0.987315997,-0.379372044,-0.649847822,-1.422050369,0.436524541,0.731109623,0.244590268,-0.065068837,0.069044716,-0.057971643,-0.343208034,-0.597212789,-0.252168207,-0.529969211,0,-0.4453692,0.882488399,0.172927064,0.154245176,-0.891079128
1,1,1.221782109,-0.232754312,1.059794502,-0.227034845,-0.25280902,0.817361899,0.23027421,0.452816424,-0.022538156,0.663392596,0.485524917,-0.226115969,0.126284666,0.491966784,3.371933092,-0.66415831,-0.473309543,-0.730025288,-0.156961058,-0.213671932,-1.231173832,0.133602637,0.175004108,-0.332747191,0.39272537,0.308053997,-0.257884171,-0.005737139,-0.065092204,1.690967872,-0.196468946,-0.620982362,-0.151160434,0.055826546,-0.576674457,-0.752147904,0.134212226,-0.168967556,-0.417635849,0.289367697,0.289089601,-0.475572591,-0.243468732,-0.660163724,1.947297938,0.755288077,-0.320665801,0.742491484,0.042747144,-0.428649244,-0.640104017,0.420291281,0.134893149,-0.277064777,0.425430274,0.391617366,-0.374644308,-0.023129778,-0.728757354,1.935526148,-1.011399495,0.170776626,-0.937180759,0.259052641,0.34508883,-0.022635112,0.071671448,1.366833402,0.22523329,0.51457993,0.446777593,0.086083094,0.911739509,-0.445396956,2.830629452,0.930663491,1.365798416,0.84330218,0.273786089,1.209312423,1.451006692,0.126930339,1.968840048,1.484469393,0.444529783,0.37652218,0.658453246,1.339081928,-0.57805901,2.486623808,-1.09294863,0.684384728,-1.076477334,0.274366738,0.648668968,0.137315314,-0.240763491,1.416118268,0.996375081,0.277260923,0.345335111,0.299858723,0.962201141,-0.784038483,2.391629909,1.312274092,-0.285350662,1.307234084,0.183062301,-0.578130353,-0.276495336,-0.004077734,-0.373558056,0.158615305,0.236380433,0.288637952,-0.441649532,-0.363010669,-1.517463941,0.514781091,-1.033843701,-0.462304847,-1.030239126,0.184042906,-0.778902227,0.018195136,0.03912892,-0.553815507,-0.344784663,0.311905616,0.282571935,-0.537760751,-0.443242857,-1.410321108,0.977338937,0.629802081,-0.659485397,0.606380152,0.113742604,-0.845108017,-0.717813806,0.11156776,-0.921097765,-1.087145052,0.172334715,0.212103304,-0.62987553,-0.689690478,-0.126643746,-0.682690572,0.377832929,0.11214384,0.37572174,0.468621749,-0.481444659,1.230978463,-0.553854289,-0.639900139,0.073995104,0.045754865,0.254135306,-0.368659529,-0.467745748,-0.104348041,-1.081664638,-0.650628559,0.174940208,-0.635919577,0.657886853,-0.454597009,1.474196347,-0.556842385,-0.619871624,0.564023836,0.143763109,0.202947161,-0.348559173,-0.455243142,-0.718192937,-0.780055024,0.591530779,0.111745932,0.624452994,0.660007199,-0.055949196,-0.533949166,-0.310708517,0.205131473,0.38868048,0.173318528,0.268703673,-0.082777634,0.061574963,0.64853621,0.936552031,-1.637676175,2.01285969,-1.70478405,0.687708804,0.476271648,0.552023425,-0.706099618,0.449184551,0.761138324,0.087728928,0.238222694,0.222188866,0.20595788,-1.573113203,-0.100880724,2.00517166,1.709123518,1.728835299,0.554627624,0.432670404,0.7047159,-0.444303864,0.645088935,0.227276968,0.192200337,0.231046748,0.215247664,0.363652642,-1.825129262,0.849912535,-0.377782454,0.977426814,-0.433335794,0.355003656,-0.017152292,-0.205415269,-0.468629661,-0.140032492,-0.207782044,0.203922218,0.220999271,-0.09639225,-0.170016127,-0.933715173,-0.596144238,2.180753133,1.584274364,1.998213815,0.065048598,0.830943594,0.783467278,-0.388771997,0.57181854,-0.300428929,0.029928927,0.183190204,0.563385709,0.331964953,-1.956524129,-1.079907888,-0.13522757,0.886125753,-0.190814505,0.215646421,0.944554508,0.83035544,-0.76104815,0.874655404,0.239661633,0.088312545,0.243532304,0.675788866,0.582928936,0.15647081,-0.462664666,1.524139224,1.573622575,1.47854044,0.482685484,0.818333361,0.779708526,-0.771159702,0.502419212,0.524841291,0.039159379,0.175771501,0.586663726,0.311181607,-1.256312091,-1.168365788,1.009034741,1.278412725,1.027693472,0.360167059,0.550093225,0.624488757,-0.399669188,0.65780386,0.597814973,0.117144318,0.253175294,0.333308352,0.419223017,-0.590810961,0.439342474,0.351532184,0.576001607,-0.320621983,-0.194228532,-0.330513105,0.30911956,-0.361176616,-0.378716773,0.483371628,0.21909889,-0.319516685,0.014802561,0.719331621,0.878861736,-0.392048004,1.254147316,0.507164479,-0.623379228,0.951927727,0.757216121,-0.422146409,-0.127710757,-0.470619609,0.287064536,-0.679492599,-0.899142737,0.675735814,-0.759726962,-1.020226362,0.723904199,-0.695557568,-0.844880242,0.634178795,-0.488249613,-0.830697878,0.497926792,-0.096213684,-0.524635579,0.295338832,0.238622329,-0.164150192,0.12510801,0.239919595,-0.390713223,0.120867393,0.205088663,-0.246597822,0.146391083,0.610748092,0.080382849,-0.044618511,0.51547765,0.04615934,-0.037767448,0.597689157,-0.011286937,-0.083188912,1.257367969,0.838159486,-0.486847759,0.150018793,0.355912821,-0.051553301,-0.832530741,0.166938473,-0.064690903,-1.158132101,-0.309114117,-0.382647371,-1.171831481,-0.158632257,-0.75213041,0.064022903,-0.158408242,0.329955004,-0.455949224,-0.481355605,-0.442028298,0.392621683,-0.564751182,0.443792474,0.421068136,-0.205917546,0.179055337,-0.559889134,-0.073572577,-0.321688075,1.459096611,0.225533402,1.132594487,-0.344410094,0.69566594,-0.204213041,1.234302491,-0.49319123,0.912954604,-0.817281763,1.300037821,0.160550549,0.883134251,1.41845838,1.198317346,0.83412634,-0.532471984,-0.854466063,-0.533734453,-0.433064928,-0.222773356,0.076056701,0.811669703,0.744501728,0.682174701,-0.964333427,-0.976359409,-1.017483977,0.767460267,0.921387987,1.064611515,-0.973455026,-1.212754824,-0.974098527,1.093702724,1.511847786,1.229709042,-1.229462966,-0.730586497,-1.012052346,0.644643821,0.781312216,0.383660554,0.390952778,0.130910192,0.571911932,-0.880308694,-0.629500022,-0.387632017,0.321621016,0.942152664,0.433365044,-1.717383234,-0.396133002,-2.666864252,1.309188922,2.952429104,1.498098176,-1.158060003,0.594289269,-0.579091272,1.782707864,2.458263846,2.037597394,0.143596533,-0.686545691,0.153133192,1.864907827,0.603170934,1.962412903,1.478622362,-0.173798816,1.442810375,0.427542428,0.155486287,0.383528737,0.05938787,0,-0.406542305,-1.290324579,-0.159619607,-0.124931011,1.129332897
